,subject,date,eid,probe,region,f1_left,f1_left_shuf,accuracy_left,accuracy_left_shuf,auroc_left,auroc_left_shuf,f1_right,f1_right_shuf,accuracy_right,accuracy_right_shuf,auroc_right,auroc_right_shuf
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPv,0.34806521793043443,0.39225343603272034,0.3578993710691824,0.37913207547169814,0.4820842377260982,0.49515067829457365,0.34806521793043443,0.39225343603272034,0.3578993710691824,0.37913207547169814,0.4820842377260982,0.49515067829457365
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,RSPv,0.35725443960642017,0.37750627299582346,0.36324528301886794,0.3689559748427673,0.48163052325581396,0.4953856912144703,0.35725443960642017,0.37750627299582346,0.36324528301886794,0.3689559748427673,0.48163052325581396,0.4953856912144703
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,SCiw,0.4348511706233716,0.3771841792861907,0.39113836477987424,0.3691823899371069,0.5013070090439277,0.4957078165374677,0.4348511706233716,0.3771841792861907,0.39113836477987424,0.3691823899371069,0.5013070090439277,0.4957078165374677
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe00,SCop,0.2937500000000001,0.3837882672974615,0.289308176100629,0.37292767295597484,0.4922157622739016,0.4956322351421188,0.2937500000000001,0.3837882672974615,0.289308176100629,0.37292767295597484,0.4922157622739016,0.4956322351421188
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,ICe,0.6020033962981193,0.4849918851365934,0.4961698113207547,0.4336540880503145,0.46555426356589147,0.4967236111111111,0.6020033962981193,0.4849918851365934,0.4961698113207547,0.4336540880503145,0.46555426356589147,0.4967236111111111
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,MB,0.5487744380158883,0.48599100416206703,0.46125786163522015,0.4345,0.4820077842377261,0.49448029715762276,0.5487744380158883,0.48599100416206703,0.46125786163522015,0.4345,0.4820077842377261,0.49448029715762276
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,NLL,0.3072060481715424,0.4824871067474405,0.31949685534591193,0.4318867924528301,0.5234200258397933,0.49500226098191213,0.3072060481715424,0.4824871067474405,0.31949685534591193,0.4318867924528301,0.5234200258397933,0.49500226098191213
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,PSV,0.8147748842953503,0.4890046863938134,0.7023396226415093,0.4364937106918239,0.5249042958656333,0.49584053617571056,0.8147748842953503,0.4890046863938134,0.7023396226415093,0.4364937106918239,0.5249042958656333,0.49584053617571056
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,SAG,0.5814622284146705,0.4684126212753821,0.4942012578616352,0.4219276729559748,0.4974799741602067,0.49199441214470285,0.5814622284146705,0.4684126212753821,0.4942012578616352,0.4219276729559748,0.4974799741602067,0.49199441214470285
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,mcp,0.7625724543698854,0.48012400667848876,0.6389213836477987,0.4303459119496855,0.4433171188630491,0.49589334625323,0.7625724543698854,0.48012400667848876,0.6389213836477987,0.4303459119496855,0.4433171188630491,0.49589334625323
0,CSHL045,2020-02-26,fa704052-147e-46f6-b190-a65b837e605e,probe01,void,0.20956490579981232,0.47697982554766594,0.27569182389937114,0.42860377358490565,0.5157565891472868,0.4971149547803618,0.20956490579981232,0.47697982554766594,0.27569182389937114,0.42860377358490565,0.5157565891472868,0.4971149547803618
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,CA,0.3707869753376532,0.48314873600317704,0.3644267515923567,0.4369044585987261,0.5436795,0.49233849999999996,0.3707869753376532,0.48314873600317704,0.3644267515923567,0.4369044585987261,0.5436795,0.49233849999999996
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,DG-sg,0.5242850216913069,0.479810447041133,0.4499936305732484,0.4369108280254777,0.5135985000000001,0.49168887499999997,0.5242850216913069,0.479810447041133,0.4499936305732484,0.4369108280254777,0.5135985000000001,0.49168887499999997
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,Eth,0.8247101281494674,0.48641998283073334,0.7106496815286625,0.44293630573248405,0.501553375,0.4948725,0.8247101281494674,0.48641998283073334,0.7106496815286625,0.44293630573248405,0.501553375,0.4948725
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,LP,0.6410098813988881,0.4816121930978297,0.5472229299363057,0.4394012738853503,0.492459625,0.493574875,0.6410098813988881,0.4816121930978297,0.5472229299363057,0.4394012738853503,0.492459625,0.493574875
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,PO,0.5363879160902499,0.48114753672434196,0.496828025477707,0.438031847133758,0.564589,0.4909175,0.5363879160902499,0.48114753672434196,0.496828025477707,0.438031847133758,0.564589,0.4909175
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,VISam,0.4344400558328398,0.4863802458608095,0.41156050955414014,0.4401146496815287,0.5229261249999999,0.494290375,0.4344400558328398,0.4863802458608095,0.41156050955414014,0.4401146496815287,0.5229261249999999,0.494290375
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,VISam,0.423461720859577,0.47951086505457857,0.40178980891719746,0.435891719745223,0.5235160000000001,0.49408725,0.423461720859577,0.47951086505457857,0.40178980891719746,0.435891719745223,0.5235160000000001,0.49408725
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,VISam,0.420260548325161,0.47877142598258404,0.4014522292993631,0.43454140127388535,0.521653,0.49479262500000004,0.420260548325161,0.47877142598258404,0.4014522292993631,0.43454140127388535,0.521653,0.49479262500000004
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,VISam,0.4308106431935619,0.48015696667690966,0.4090063694267516,0.4379936305732484,0.524939625,0.494135625,0.4308106431935619,0.48015696667690966,0.4090063694267516,0.4379936305732484,0.524939625,0.494135625
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,VISam,0.4230852951144034,0.4863216043140981,0.4029235668789809,0.4396624203821656,0.523349125,0.49459299999999995,0.4230852951144034,0.4863216043140981,0.4029235668789809,0.4396624203821656,0.523349125,0.49459299999999995
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe00,VISam,0.431436846801068,0.4808245150587445,0.4093057324840764,0.4363566878980891,0.5225082500000001,0.49291312500000006,0.431436846801068,0.4808245150587445,0.4093057324840764,0.4363566878980891,0.5225082500000001,0.49291312500000006
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe01,GPi,0.393370307019516,0.46662244663592756,0.3731146496815287,0.4312038216560509,0.522198125,0.49506475,0.393370307019516,0.46662244663592756,0.3731146496815287,0.4312038216560509,0.522198125,0.49506475
0,CSHL045,2020-02-25,dfd8e7df-dc51-4589-b6ca-7baccfeb94b4,probe01,RT,0.5290479981236773,0.4627868570912892,0.4810445859872612,0.4275095541401274,0.5443531250000001,0.4963315,0.5290479981236773,0.4627868570912892,0.4810445859872612,0.4275095541401274,0.5443531250000001,0.4963315
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,CA,0.4533509968080699,0.38460349348926104,0.39624299065420565,0.37014485981308404,0.46989985347985347,0.4915108424908425,0.4533509968080699,0.38460349348926104,0.39624299065420565,0.37014485981308404,0.46989985347985347,0.4915108424908425
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,CA,0.45092241058606597,0.37295515635072274,0.3946915887850467,0.3644579439252336,0.4687350915750916,0.4980784615384615,0.45092241058606597,0.37295515635072274,0.3946915887850467,0.3644579439252336,0.4687350915750916,0.4980784615384615
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,LGd-co,0.6092893653556433,0.38247771287567583,0.5330934579439252,0.36919626168224295,0.5242035164835164,0.492580586080586,0.6092893653556433,0.38247771287567583,0.5330934579439252,0.36919626168224295,0.5242035164835164,0.492580586080586
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,LGd-sh,0.7928994082840236,0.37316161230274586,0.672897196261682,0.36215420560747663,0.5239560439560439,0.49380893772893775,0.7928994082840236,0.37316161230274586,0.672897196261682,0.36215420560747663,0.5239560439560439,0.49380893772893775
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,VISrl,0.2031499090538311,0.3571444790194019,0.26130841121495324,0.3546542056074766,0.502214358974359,0.49533465201465204,0.2031499090538311,0.3571444790194019,0.26130841121495324,0.3546542056074766,0.502214358974359,0.49533465201465204
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,VISrl,0.2055411728886102,0.39336991095683616,0.26218224299065424,0.3765700934579439,0.50121663003663,0.4940561172161172,0.2055411728886102,0.39336991095683616,0.26218224299065424,0.3765700934579439,0.50121663003663,0.4940561172161172
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,VISrl,0.20623203702612836,0.38246695353382565,0.2628504672897196,0.37042056074766355,0.5019102564102563,0.4970273992673993,0.20623203702612836,0.38246695353382565,0.2628504672897196,0.37042056074766355,0.5019102564102563,0.4970273992673993
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,VISrl,0.20433523347521568,0.3728645413649883,0.26197196261682243,0.3641495327102804,0.5026796336996338,0.49385223443223447,0.20433523347521568,0.3728645413649883,0.26197196261682243,0.3641495327102804,0.5026796336996338,0.49385223443223447
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,VISrl,0.20532694384745845,0.3827348019335788,0.26246261682242994,0.3687943925233645,0.5032043223443223,0.4948461538461538,0.20532694384745845,0.3827348019335788,0.26246261682242994,0.3687943925233645,0.5032043223443223,0.4948461538461538
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,ZI,0.23591365056205388,0.3790950823007797,0.283822429906542,0.36690186915887846,0.5296689377289377,0.4926810989010989,0.23591365056205388,0.3790950823007797,0.283822429906542,0.36690186915887846,0.5296689377289377,0.4926810989010989
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe00,fp,0.739462319388806,0.36894259415769376,0.6110981308411215,0.36012616822429905,0.4542330402930403,0.49832659340659335,0.739462319388806,0.36894259415769376,0.6110981308411215,0.36012616822429905,0.4542330402930403,0.49832659340659335
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe01,AV,0.7429903019582449,0.6332454479490236,0.6198831775700935,0.5543644859813085,0.5176671794871796,0.4926397802197802,0.7429903019582449,0.6332454479490236,0.6198831775700935,0.5543644859813085,0.5176671794871796,0.4926397802197802
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe01,RT,0.6614314690419792,0.6301532425557689,0.5245420560747663,0.5525514018691587,0.40802234432234435,0.49192161172161175,0.6614314690419792,0.6301532425557689,0.5245420560747663,0.5525514018691587,0.40802234432234435,0.49192161172161175
0,CSHL045,2020-02-24,034e726f-b35f-41e0-8d6c-a22cc32391fb,probe01,VAL,0.7919330614694836,0.6232744236649342,0.6759345794392523,0.5462570093457944,0.5013749450549451,0.4901630036630037,0.7919330614694836,0.6232744236649342,0.6759345794392523,0.5462570093457944,0.5013749450549451,0.4901630036630037
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe00,CA,0.3548062701982869,0.4762161524004988,0.3888115942028985,0.460231884057971,0.4365257894736842,0.494141052631579,0.3548062701982869,0.4762161524004988,0.3888115942028985,0.460231884057971,0.4365257894736842,0.494141052631579
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe00,CA,0.35035613338540134,0.4596114163298773,0.38630434782608686,0.4534927536231884,0.4350968421052631,0.49065947368421053,0.35035613338540134,0.4596114163298773,0.38630434782608686,0.4534927536231884,0.4350968421052631,0.49065947368421053
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe00,CA,0.3426288171464797,0.46831203094032425,0.38428985507246377,0.4555217391304348,0.43900105263157896,0.4879042105263158,0.3426288171464797,0.46831203094032425,0.38428985507246377,0.4555217391304348,0.43900105263157896,0.4879042105263158
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe00,LGd-co,0.30006246577892626,0.4760045096782728,0.3641884057971014,0.46253623188405796,0.4786131578947368,0.491101052631579,0.30006246577892626,0.4760045096782728,0.3641884057971014,0.46253623188405796,0.4786131578947368,0.491101052631579
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe00,LGd-ip,0.4906482159606968,0.46735965250527467,0.43360869565217386,0.45671014492753625,0.4280657894736842,0.49104947368421054,0.4906482159606968,0.46735965250527467,0.43360869565217386,0.45671014492753625,0.4280657894736842,0.49104947368421054
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe00,LGd-sh,0.5952380952380952,0.47850653734122883,0.507246376811594,0.4605217391304348,0.49368421052631567,0.48654526315789476,0.5952380952380952,0.47850653734122883,0.507246376811594,0.4605217391304348,0.49368421052631567,0.48654526315789476
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe00,TH,0.5394712211843239,0.4610397588543289,0.489304347826087,0.45305797101449274,0.3956721052631578,0.49212736842105254,0.5394712211843239,0.4610397588543289,0.489304347826087,0.45305797101449274,0.3956721052631578,0.49212736842105254
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe00,VPM,0.500549957986064,0.44778850163784517,0.4526521739130435,0.44517391304347825,0.48859947368421053,0.49164631578947365,0.500549957986064,0.44778850163784517,0.4526521739130435,0.44517391304347825,0.48859947368421053,0.49164631578947365
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,BMAp,0.3740838856032355,0.43443879539816505,0.3982028985507246,0.4306811594202899,0.48341210526315787,0.4944763157894737,0.3740838856032355,0.43443879539816505,0.3982028985507246,0.4306811594202899,0.48341210526315787,0.4944763157894737
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,CEAc,0.442404894796112,0.4429993406659744,0.40471014492753626,0.43684057971014495,0.48260105263157893,0.49726947368421054,0.442404894796112,0.4429993406659744,0.40471014492753626,0.43684057971014495,0.48260105263157893,0.49726947368421054
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,CEAl,0.28452482831874704,0.4311934609268051,0.3518115942028985,0.42879710144927535,0.4815684210526316,0.48812526315789473,0.28452482831874704,0.4311934609268051,0.3518115942028985,0.42879710144927535,0.4815684210526316,0.48812526315789473
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,CEAm,0.6044275847480095,0.44162318092967834,0.517072463768116,0.4343623188405797,0.46111263157894733,0.49482473684210526,0.6044275847480095,0.44162318092967834,0.517072463768116,0.4343623188405797,0.46111263157894733,0.49482473684210526
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,COApl,0.3262267855082727,0.4399454750044358,0.402536231884058,0.43471014492753624,0.6755563157894737,0.49058684210526315,0.3262267855082727,0.4399454750044358,0.402536231884058,0.43471014492753624,0.6755563157894737,0.49058684210526315
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,CTXsp,0.5247825674361235,0.4422737951364893,0.46760869565217394,0.43846376811594207,0.4793757894736842,0.4967773684210526,0.5247825674361235,0.4422737951364893,0.46760869565217394,0.43846376811594207,0.4793757894736842,0.4967773684210526
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,GPe,0.5169592492719489,0.4296577811333478,0.48866666666666664,0.4286086956521739,0.5263699999999999,0.49134736842105264,0.5169592492719489,0.4296577811333478,0.48866666666666664,0.4286086956521739,0.5263699999999999,0.49134736842105264
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,IA,0.3267978223323172,0.442213275930781,0.395159420289855,0.43520289855072464,0.5516531578947369,0.4948294736842105,0.3267978223323172,0.442213275930781,0.395159420289855,0.43520289855072464,0.5516531578947369,0.4948294736842105
0,NYU-11,2020-02-21,56956777-dca5-468c-87cb-78150432cc57,probe01,PA,0.41197726751847885,0.43623113332725416,0.40257971014492755,0.43313043478260876,0.46070263157894736,0.49557947368421046,0.41197726751847885,0.43623113332725416,0.40257971014492755,0.43313043478260876,0.46070263157894736,0.49557947368421046
0,CSHL052,2020-02-21,4b00df29-3769-43be-bb40-128b1cba6d35,probe00,LP,0.32189520992315307,0.49924079847314046,0.30845,0.4509500000000001,0.434692277992278,0.4950520463320463,0.32189520992315307,0.49924079847314046,0.30845,0.4509500000000001,0.434692277992278,0.4950520463320463
0,CSHL052,2020-02-21,4b00df29-3769-43be-bb40-128b1cba6d35,probe00,PO,0.777248911438679,0.5181352396461281,0.6574,0.4666090909090909,0.48368200772200765,0.49356177606177604,0.777248911438679,0.5181352396461281,0.6574,0.4666090909090909,0.48368200772200765,0.49356177606177604
0,CSHL052,2020-02-21,4b00df29-3769-43be-bb40-128b1cba6d35,probe00,VPM,0.5834178553511505,0.5124944781232235,0.5165227272727273,0.46119999999999994,0.4986172972972972,0.4899446332046332,0.5834178553511505,0.5124944781232235,0.5165227272727273,0.46119999999999994,0.4986172972972972,0.4899446332046332
0,CSHL052,2020-02-21,4b00df29-3769-43be-bb40-128b1cba6d35,probe01,CA,0.5402608336733656,0.5866649260727697,0.4461409090909091,0.5176818181818182,0.49983428571428573,0.4922776833976834,0.5402608336733656,0.5866649260727697,0.4461409090909091,0.5176818181818182,0.49983428571428573,0.4922776833976834
0,CSHL052,2020-02-21,4b00df29-3769-43be-bb40-128b1cba6d35,probe01,MGm,0.6482862283810471,0.584768418730318,0.5440045454545455,0.5137545454545455,0.447674749034749,0.4936220849420849,0.6482862283810471,0.584768418730318,0.5440045454545455,0.5137545454545455,0.447674749034749,0.4936220849420849
0,CSHL052,2020-02-21,4b00df29-3769-43be-bb40-128b1cba6d35,probe01,MGv,0.2676319451932966,0.605788150519209,0.27823636363636367,0.5322727272727272,0.47174996138996134,0.49391613899613895,0.2676319451932966,0.605788150519209,0.27823636363636367,0.5322727272727272,0.47174996138996134,0.49391613899613895
0,CSHL052,2020-02-21,4b00df29-3769-43be-bb40-128b1cba6d35,probe01,PIL,0.3445556798606498,0.5889470030461587,0.32100454545454543,0.5185818181818181,0.516920308880309,0.48995158301158304,0.3445556798606498,0.5889470030461587,0.32100454545454543,0.5185818181818181,0.516920308880309,0.48995158301158304
0,CSHL052,2020-02-21,4b00df29-3769-43be-bb40-128b1cba6d35,probe01,SGN,0.20853080568720375,0.5729953434337344,0.24090909090909088,0.5053,0.5791505791505791,0.48878362934362934,0.20853080568720375,0.5729953434337344,0.24090909090909088,0.5053,0.5791505791505791,0.48878362934362934
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe00,DG-mo,0.4808091335274765,0.4267565757369884,0.453865306122449,0.42374285714285714,0.5229064114832536,0.4958521531100478,0.4808091335274765,0.4267565757369884,0.453865306122449,0.42374285714285714,0.5229064114832536,0.4958521531100478
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe00,LGd-co,0.42494617974344534,0.4205748374560689,0.44965714285714287,0.4201469387755102,0.5165261244019139,0.49443401913875595,0.42494617974344534,0.4205748374560689,0.44965714285714287,0.4201469387755102,0.5165261244019139,0.49443401913875595
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe00,LGd-ip,0.3221862945793425,0.4301842898614136,0.3509265306122448,0.42612653061224487,0.4858081818181818,0.4947066028708134,0.3221862945793425,0.4301842898614136,0.3509265306122448,0.42612653061224487,0.4858081818181818,0.4947066028708134
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe00,TH,0.5519482774435464,0.42765856668891505,0.5060530612244899,0.4250612244897959,0.5126688038277512,0.4935122966507177,0.5519482774435464,0.42765856668891505,0.5060530612244899,0.4250612244897959,0.5126688038277512,0.4935122966507177
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe00,ZI,0.7152792946732639,0.43999664331755184,0.5815551020408163,0.43063673469387753,0.46252133971291864,0.49482837320574163,0.7152792946732639,0.43999664331755184,0.5815551020408163,0.43063673469387753,0.46252133971291864,0.49482837320574163
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe00,ar,0.7597474777260909,0.4334368709192463,0.6384734693877552,0.42738367346938777,0.539398086124402,0.49572291866028706,0.7597474777260909,0.4334368709192463,0.6384734693877552,0.42738367346938777,0.539398086124402,0.49572291866028706
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe01,CA,0.6237962733026827,0.5457956948635836,0.5496734693877552,0.4936408163265306,0.48631416267942584,0.49271177033492825,0.6237962733026827,0.5457956948635836,0.5496734693877552,0.4936408163265306,0.48631416267942584,0.49271177033492825
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe01,CA,0.6196021900740223,0.5505936479246009,0.5458530612244898,0.4951183673469387,0.48223177033492826,0.4945358851674641,0.6196021900740223,0.5505936479246009,0.5458530612244898,0.4951183673469387,0.48223177033492826,0.4945358851674641
0,CSHL052,2020-02-20,83e77b4b-dfa0-4af9-968b-7ea0c7a0c7e4,probe01,DG-po,0.8127349059248872,0.5450151401886275,0.6929918367346939,0.4928367346938775,0.43574799043062207,0.492186985645933,0.8127349059248872,0.5450151401886275,0.6929918367346939,0.4928367346938775,0.43574799043062207,0.492186985645933
0,CSHL052,2020-02-19,5386aba9-9b97-4557-abcd-abc2da66b863,probe00,LD,0.7740124825840903,0.7035021195139088,0.6467584097859328,0.633874617737003,0.4827009678246379,0.4912210614023843,0.7740124825840903,0.7035021195139088,0.6467584097859328,0.633874617737003,0.4827009678246379,0.4912210614023843
0,CSHL052,2020-02-19,5386aba9-9b97-4557-abcd-abc2da66b863,probe00,PO,0.43192211187280743,0.7185223458047151,0.46218348623853217,0.6444770642201835,0.5045685168568133,0.494662383027817,0.43192211187280743,0.7185223458047151,0.46218348623853217,0.6444770642201835,0.5045685168568133,0.494662383027817
0,CSHL052,2020-02-19,5386aba9-9b97-4557-abcd-abc2da66b863,probe00,VAL,0.8451149725092136,0.7184046937288388,0.7404984709480122,0.6437339449541285,0.4528798871939495,0.4926400781951032,0.8451149725092136,0.7184046937288388,0.7404984709480122,0.6437339449541285,0.4528798871939495,0.4926400781951032
